geom,temp_mes
POINT (-103.80542516472764 46.14802875149339),13.3
POINT (-103.24882771076123 46.14802875149339),13.6
POINT (-102.69223025679487 46.14802875149339),14.4
POINT (-102.1356328028285 46.14802875149339),14.6
POINT (-101.57903534886213 46.14802875149339),14.3
POINT (-101.02243789489576 46.14802875149339),14.3
POINT (-100.4658404409294 46.14802875149339),14.4
POINT (-99.90924298696305 46.14802875149339),14.2
POINT (-99.35264553299668 46.14802875149339),13.9
POINT (-98.7960480790303 46.14802875149339),13.8
POINT (-98.23945062506394 46.14802875149339),14.3
POINT (-97.68285317109758 46.14802875149339),14.4
POINT (-97.1262557171312 46.14802875149339),14.0
POINT (-96.56965826316483 46.14802875149339),13.2
POINT (-96.01306080919846 46.14802875149339),12.8
POINT (-95.45646335523209 46.14802875149339),13.1
POINT (-94.89986590126573 46.14802875149339),13.4
POINT (-94.34326844729935 46.14802875149339),13.6
POINT (-93.78667099333298 46.14802875149339),13.3
POINT (-93.23007353936664 46.14802875149339),13.3
POINT (-92.67347608540025 46.14802875149339),13.4
POINT (-92.11687863143388 46.14802875149339),14.1
POINT (-91.56028117746753 46.14802875149339),14.5
POINT (-91.00368372350115 46.14802875149339),14.5
POINT (-90.44708626953478 46.14802875149339),13.8
POINT (-89.89048881556842 46.14802875149339),11.7
POINT (-89.33389136160206 46.14802875149339),10.5
POINT (-88.77729390763568 46.14802875149339),11.2
POINT (-88.2206964536693 46.14802875149339),12.5
POINT (-87.66409899970294 46.14802875149339),14.1
POINT (-87.10750154573657 46.14802875149339),15.2
POINT (-86.5509040917702 46.14802875149339),16.1
POINT (-85.99430663780383 46.14802875149339),16.3
POINT (-85.43770918383746 46.14802875149339),16.0
POINT (-84.8811117298711 46.14802875149339),15.8
POINT (-84.32451427590473 46.14802875149339),15.4
POINT (-83.76791682193837 46.14802875149339),15.0
POINT (-10.297052898377807 46.14802875149339),20.0
POINT (-9.740455444411436 46.14802875149339),19.6
POINT (-9.18385799044507 46.14802875149339),19.3
POINT (-8.627260536478701 46.14802875149339),19.1
POINT (-8.070663082512334 46.14802875149339),18.9
POINT (-7.514065628545966 46.14802875149339),17.3
POINT (-6.957468174579598 46.14802875149339),16.8
POINT (-6.400870720613231 46.14802875149339),17.4
POINT (-5.844273266646864 46.14802875149339),17.0
POINT (-5.2876758126804955 46.14802875149339),17.0
POINT (-4.731078358714127 46.14802875149339),16.7
POINT (-4.174480904747759 46.14802875149339),16.6
POINT (-3.6178834507813913 46.14802875149339),16.4
POINT (-3.0612859968150237 46.14802875149339),12.2
POINT (-2.5046885428486556 46.14802875149339),14.4
POINT (-1.9480910888822875 46.14802875149339),15.9
POINT (-1.3914936349159197 46.14802875149339),16.3
POINT (-0.8348961809495519 46.14802875149339),18.6
POINT (-0.2782987269831839 46.14802875149339),19.2
POINT (14.193235076142381 46.14802875149339),16.2
POINT (14.74983253010875 46.14802875149339),18.9
POINT (15.306429984075116 46.14802875149339),18.2
POINT (15.863027438041485 46.14802875149339),18.3
POINT (16.419624892007853 46.14802875149339),14.6
POINT (16.97622234597422 46.14802875149339),14.9
POINT (17.532819799940587 46.14802875149339),14.6
POINT (18.089417253906955 46.14802875149339),15.9
POINT (18.646014707873327 46.14802875149339),16.1
POINT (22.5421968856379 46.14802875149339),14.3
POINT (23.098794339604268 46.14802875149339),13.0
POINT (23.655391793570633 46.14802875149339),13.7
POINT (24.211989247537 46.14802875149339),12.4
POINT (24.76858670150337 46.14802875149339),10.4
POINT (25.32518415546974 46.14802875149339),11.5
POINT (25.881781609436107 46.14802875149339),12.2
POINT (26.438379063402476 46.14802875149339),14.1
POINT (26.99497651736884 46.14802875149339),15.7
POINT (27.551573971335216 46.14802875149339),16.0
POINT (28.664768879267942 46.14802875149339),15.2
POINT (29.221366333234318 46.14802875149339),15.2
POINT (29.777963787200683 46.14802875149339),15.2
POINT (30.334561241167044 46.14802875149339),15.0
POINT (30.89115869513342 46.14802875149339),14.3
POINT (31.447756149099785 46.14802875149339),12.4
POINT (32.00435360306615 46.14802875149339),12.2
POINT (32.56095105703252 46.14802875149339),12.5
POINT (33.117548510998894 46.14802875149339),11.6
POINT (33.67414596496526 46.14802875149339),10.1
POINT (34.23074341893163 46.14802875149339),10.1
POINT (34.787340872897985 46.14802875149339),10.2
POINT (35.34393832686437 46.14802875149339),9.9
POINT (35.90053578083073 46.14802875149339),10.1
POINT (36.4571332347971 46.14802875149339),11.0
POINT (37.01373068876347 46.14802875149339),11.5
POINT (37.570328142729835 46.14802875149339),11.4
POINT (38.1269255966962 46.14802875149339),9.2
POINT (38.68352305066257 46.14802875149339),9.0
POINT (39.24012050462894 46.14802875149339),9.2
POINT (39.7967179585953 46.14802875149339),8.7
POINT (40.35331541256168 46.14802875149339),7.1
POINT (40.90991286652804 46.14802875149339),7.1
POINT (41.46651032049441 46.14802875149339),6.7
POINT (42.023107774460776 46.14802875149339),6.9
POINT (42.57970522842714 46.14802875149339),10.4
POINT (43.13630268239351 46.14802875149339),11.3
POINT (43.692900136359874 46.14802875149339),10.9
POINT (44.24949759032624 46.14802875149339),13.7
POINT (44.80609504429262 46.14802875149339),14.0
POINT (45.36269249825898 46.14802875149339),14.1
POINT (45.91928995222534 46.14802875149339),13.7
POINT (46.47588740619172 46.14802875149339),12.2
POINT (47.032484860158085 46.14802875149339),10.3
POINT (47.589082314124454 46.14802875149339),8.5
POINT (48.14567976809082 46.14802875149339),7.4
POINT (48.70227722205719 46.14802875149339),3.8
POINT (49.25887467602355 46.14802875149339),6.0
POINT (49.815472129989935 46.14802875149339),10.5
POINT (50.37206958395629 46.14802875149339),12.1
POINT (50.92866703792266 46.14802875149339),12.2
POINT (51.485264491889026 46.14802875149339),9.9
POINT (52.04186194585541 46.14802875149339),9.3
POINT (52.59845939982176 46.14802875149339),7.5
POINT (53.15505685378814 46.14802875149339),5.6
POINT (53.7116543077545 46.14802875149339),8.6
POINT (54.26825176172086 46.14802875149339),11.6
POINT (60.39082375535091 46.14802875149339),18.5
POINT (60.947421209317284 46.14802875149339),18.6
POINT (61.50401866328366 46.14802875149339),18.2
POINT (62.06061611725002 46.14802875149339),18.0
POINT (62.61721357121638 46.14802875149339),15.6
POINT (63.17381102518276 46.14802875149339),12.8
POINT (63.73040847914911 46.14802875149339),12.6
POINT (64.2870059331155 46.14802875149339),17.6
POINT (64.84360338708186 46.14802875149339),20.6
POINT (65.40020084104823 46.14802875149339),21.0
POINT (65.9567982950146 46.14802875149339),21.3
POINT (66.51339574898097 46.14802875149339),21.6
POINT (67.06999320294732 46.14802875149339),21.7
POINT (67.6265906569137 46.14802875149339),21.8
POINT (68.18318811088008 46.14802875149339),21.7
POINT (68.73978556484644 46.14802875149339),21.8
POINT (69.29638301881279 46.14802875149339),21.9
POINT (69.85298047277918 46.14802875149339),22.0
POINT (70.40957792674553 46.14802875149339),22.2
POINT (70.9661753807119 46.14802875149339),22.1
POINT (71.52277283467826 46.14802875149339),22.1
POINT (72.07937028864464 46.14802875149339),22.0
POINT (72.635967742611 46.14802875149339),21.8
POINT (73.19256519657738 46.14802875149339),20.7
POINT (73.74916265054375 46.14802875149339),18.3
POINT (74.30576010451011 46.14802875149339),14.7
POINT (74.86235755847649 46.14802875149339),12.3
POINT (75.41895501244285 46.14802875149339),17.0
POINT (75.9755524664092 46.14802875149339),18.1
POINT (76.53214992037559 46.14802875149339),17.3
POINT (77.08874737434196 46.14802875149339),15.7
POINT (77.64534482830832 46.14802875149339),14.0
POINT (78.20194228227469 46.14802875149339),7.3
POINT (78.75853973624106 46.14802875149339),1.2
POINT (79.31513719020742 46.14802875149339),-1.7
POINT (79.87173464417378 46.14802875149339),-3.7
POINT (80.42833209814016 46.14802875149339),-6.3
POINT (80.98492955210652 46.14802875149339),-4.6
POINT (81.5415270060729 46.14802875149339),-9.6
POINT (82.09812446003926 46.14802875149339),-8.1
POINT (82.65472191400563 46.14802875149339),-5.2
POINT (83.21131936797201 46.14802875149339),-3.7
POINT (83.76791682193837 46.14802875149339),-5.1
POINT (84.32451427590473 46.14802875149339),1.7
POINT (84.8811117298711 46.14802875149339),7.7
POINT (85.43770918383746 46.14802875149339),13.3
POINT (85.99430663780383 46.14802875149339),17.2
POINT (86.5509040917702 46.14802875149339),17.3
POINT (87.10750154573657 46.14802875149339),17.4
POINT (87.66409899970294 46.14802875149339),17.8
POINT (88.2206964536693 46.14802875149339),18.0
POINT (88.77729390763568 46.14802875149339),18.2
POINT (89.33389136160206 46.14802875149339),18.4
POINT (89.89048881556842 46.14802875149339),18.6
POINT (90.44708626953478 46.14802875149339),18.3
POINT (91.00368372350115 46.14802875149339),17.8
POINT (91.56028117746753 46.14802875149339),17.2
POINT (92.11687863143388 46.14802875149339),16.5
POINT (92.67347608540025 46.14802875149339),15.9
POINT (93.23007353936664 46.14802875149339),15.3
POINT (93.78667099333298 46.14802875149339),15.2
POINT (94.34326844729935 46.14802875149339),14.8
POINT (94.89986590126573 46.14802875149339),14.3
POINT (95.45646335523209 46.14802875149339),14.5
POINT (96.01306080919846 46.14802875149339),14.4
POINT (96.56965826316483 46.14802875149339),11.3
POINT (97.1262557171312 46.14802875149339),4.0
POINT (97.68285317109758 46.14802875149339),-3.2
POINT (98.23945062506394 46.14802875149339),-2.0
POINT (98.7960480790303 46.14802875149339),-4.9
POINT (99.35264553299668 46.14802875149339),-3.0
POINT (99.90924298696305 46.14802875149339),-1.1
POINT (100.4658404409294 46.14802875149339),4.5
POINT (101.02243789489576 46.14802875149339),3.3
POINT (101.57903534886213 46.14802875149339),2.8
POINT (102.1356328028285 46.14802875149339),2.1
POINT (102.69223025679487 46.14802875149339),1.6
POINT (103.24882771076123 46.14802875149339),1.9
POINT (103.80542516472764 46.14802875149339),2.3
POINT (104.362022618694 46.14802875149339),2.8
POINT (104.91862007266035 46.14802875149339),3.3
POINT (105.47521752662671 46.14802875149339),3.3
POINT (106.0318149805931 46.14802875149339),-1.9
POINT (106.58841243455946 46.14802875149339),-8.3
POINT (107.14500988852582 46.14802875149339),-11.1
POINT (107.70160734249218 46.14802875149339),-11.0
POINT (108.25820479645854 46.14802875149339),-11.4
POINT (108.81480225042492 46.14802875149339),-10.8
POINT (109.37139970439128 46.14802875149339),-12.0
POINT (109.92799715835766 46.14802875149339),-10.0
POINT (110.48459461232405 46.14802875149339),-9.7
POINT (111.0411920662904 46.14802875149339),-8.6
POINT (111.59778952025675 46.14802875149339),-6.0
POINT (112.15438697422313 46.14802875149339),-3.0
POINT (112.7109844281895 46.14802875149339),0.5
POINT (113.26758188215587 46.14802875149339),2.7
POINT (113.82417933612223 46.14802875149339),6.8
POINT (114.38077679008859 46.14802875149339),9.0
POINT (114.93737424405495 46.14802875149339),10.9
POINT (115.49397169802134 46.14802875149339),10.1
POINT (116.0505691519877 46.14802875149339),9.6
POINT (116.60716660595409 46.14802875149339),9.5
POINT (117.16376405992045 46.14802875149339),9.7
POINT (117.72036151388681 46.14802875149339),9.9
POINT (118.27695896785318 46.14802875149339),12.5
POINT (118.83355642181954 46.14802875149339),10.0
POINT (119.39015387578591 46.14802875149339),9.1
POINT (119.94675132975229 46.14802875149339),9.7
POINT (120.50334878371864 46.14802875149339),7.8
POINT (121.059946237685 46.14802875149339),8.1
POINT (121.61654369165136 46.14802875149339),8.9
POINT (122.17314114561775 46.14802875149339),8.7
POINT (122.72973859958414 46.14802875149339),9.5
POINT (123.2863360535505 46.14802875149339),10.4
POINT (123.84293350751686 46.14802875149339),7.6
POINT (124.39953096148322 46.14802875149339),7.8
POINT (124.95612841544958 46.14802875149339),8.9
POINT (125.51272586941596 46.14802875149339),12.2
POINT (126.06932332338232 46.14802875149339),10.5
POINT (126.6259207773487 46.14802875149339),12.7
POINT (127.18251823131504 46.14802875149339),16.5
POINT (127.7391156852814 46.14802875149339),17.4
POINT (128.29571313924777 46.14802875149339),16.4
POINT (128.85231059321418 46.14802875149339),15.9
POINT (129.40890804718052 46.14802875149339),15.8
POINT (129.96550550114694 46.14802875149339),15.3
POINT (130.5221029551133 46.14802875149339),14.7
POINT (131.07870040907963 46.14802875149339),14.2
POINT (131.635297863046 46.14802875149339),13.8
POINT (132.19189531701235 46.14802875149339),14.2
POINT (134.41828513287783 46.14802875149339),14.8
POINT (138.8710647646088 46.14802875149339),11.2
POINT (139.42766221857516 46.14802875149339),11.7
POINT (139.98425967254153 46.14802875149339),12.3
POINT (140.5408571265079 46.14802875149339),12.2
POINT (141.09745458047428 46.14802875149339),11.8
POINT (141.65405203444064 46.14802875149339),11.8
POINT (142.210649488407 46.14802875149339),11.0
POINT (142.7672469423734 46.14802875149339),11.0
POINT (143.32384439633975 46.14802875149339),13.4
POINT (153.89919602170073 46.14802875149339),13.0
POINT (154.4557934756671 46.14802875149339),13.5
POINT (155.01239092963345 46.14802875149339),13.4
POINT (155.56898838359984 46.14802875149339),10.7
POINT (156.1255858375662 46.14802875149339),10.4
POINT (156.68218329153257 46.14802875149339),11.2
POINT (157.23878074549893 46.14802875149339),13.6
POINT (157.7953781994653 46.14802875149339),13.4
POINT (-136.6446749487433 45.441691466454365),13.2
POINT (-136.08807749477694 45.441691466454365),13.4
POINT (-135.53148004081058 45.441691466454365),12.6
POINT (-134.97488258684422 45.441691466454365),14.0
POINT (-134.41828513287783 45.441691466454365),14.7
POINT (-133.86168767891147 45.441691466454365),12.8
POINT (-133.3050902249451 45.441691466454365),6.3
POINT (-132.74849277097871 45.441691466454365),0.3
POINT (-132.19189531701235 45.441691466454365),1.9
POINT (-131.635297863046 45.441691466454365),3.4
POINT (-131.07870040907963 45.441691466454365),8.8
POINT (-130.5221029551133 45.441691466454365),11.1
POINT (-129.96550550114694 45.441691466454365),13.9
POINT (-129.40890804718052 45.441691466454365),8.2
POINT (-128.85231059321418 45.441691466454365),5.6
POINT (-128.29571313924777 45.441691466454365),6.5
POINT (-127.7391156852814 45.441691466454365),6.9
POINT (-127.18251823131504 45.441691466454365),8.2
POINT (-126.6259207773487 45.441691466454365),9.6
POINT (-126.06932332338232 45.441691466454365),8.8
POINT (-125.51272586941596 45.441691466454365),6.2
POINT (-124.95612841544958 45.441691466454365),4.9
POINT (-124.39953096148322 45.441691466454365),5.3
POINT (-123.84293350751686 45.441691466454365),10.1
POINT (-123.2863360535505 45.441691466454365),15.4
POINT (-122.72973859958414 45.441691466454365),13.9
POINT (-122.17314114561775 45.441691466454365),9.2
POINT (-121.61654369165136 45.441691466454365),10.5
POINT (-121.059946237685 45.441691466454365),8.2
POINT (-120.50334878371864 45.441691466454365),3.2
POINT (-119.94675132975229 45.441691466454365),0.2
POINT (-119.39015387578591 45.441691466454365),-3.1
POINT (-118.83355642181954 45.441691466454365),-1.6
POINT (-118.27695896785318 45.441691466454365),3.0
POINT (-117.72036151388681 45.441691466454365),5.2
POINT (-117.16376405992045 45.441691466454365),2.5
POINT (-116.60716660595409 45.441691466454365),8.0
POINT (-116.0505691519877 45.441691466454365),10.0
POINT (-115.49397169802134 45.441691466454365),11.1
POINT (-114.93737424405495 45.441691466454365),11.1
POINT (-114.38077679008859 45.441691466454365),10.8
POINT (-113.82417933612223 45.441691466454365),11.7
POINT (-113.26758188215587 45.441691466454365),12.3
POINT (-112.7109844281895 45.441691466454365),12.2
POINT (-112.15438697422313 45.441691466454365),12.0
POINT (-111.59778952025675 45.441691466454365),12.0
POINT (-111.0411920662904 45.441691466454365),12.5
POINT (-110.48459461232405 45.441691466454365),13.1
POINT (-109.92799715835766 45.441691466454365),13.4
POINT (-109.37139970439128 45.441691466454365),13.7
POINT (-108.81480225042492 45.441691466454365),13.6
POINT (-108.25820479645854 45.441691466454365),13.6
POINT (-107.70160734249218 45.441691466454365),13.2
POINT (-107.14500988852582 45.441691466454365),13.8
POINT (-106.58841243455946 45.441691466454365),14.1
POINT (-106.0318149805931 45.441691466454365),14.5
POINT (-105.47521752662671 45.441691466454365),14.8
POINT (-104.91862007266035 45.441691466454365),14.5
POINT (-104.362022618694 45.441691466454365),14.0
POINT (-103.80542516472764 45.441691466454365),13.4
POINT (-103.24882771076123 45.441691466454365),13.0
POINT (-102.69223025679487 45.441691466454365),14.0
POINT (-102.1356328028285 45.441691466454365),14.1
POINT (-101.57903534886213 45.441691466454365),13.8
POINT (-101.02243789489576 45.441691466454365),13.3
POINT (-100.4658404409294 45.441691466454365),13.2
POINT (-99.90924298696305 45.441691466454365),14.0
POINT (-99.35264553299668 45.441691466454365),14.1
POINT (-98.7960480790303 45.441691466454365),14.4
POINT (-98.23945062506394 45.441691466454365),14.9
POINT (-97.68285317109758 45.441691466454365),15.2
POINT (-97.1262557171312 45.441691466454365),14.9
POINT (-96.56965826316483 45.441691466454365),13.9
POINT (-96.01306080919846 45.441691466454365),13.3
POINT (-95.45646335523209 45.441691466454365),13.6
POINT (-94.89986590126573 45.441691466454365),13.9
POINT (-94.34326844729935 45.441691466454365),13.8
POINT (-93.78667099333298 45.441691466454365),13.8
POINT (-93.23007353936664 45.441691466454365),13.7
POINT (-92.67347608540025 45.441691466454365),13.9
POINT (-92.11687863143388 45.441691466454365),14.4
POINT (-91.56028117746753 45.441691466454365),14.6
POINT (-91.00368372350115 45.441691466454365),14.0
POINT (-90.44708626953478 45.441691466454365),11.7
POINT (-89.89048881556842 45.441691466454365),11.6
POINT (-89.33389136160206 45.441691466454365),12.2
POINT (-88.77729390763568 45.441691466454365),13.7
POINT (-88.2206964536693 45.441691466454365),14.2
POINT (-87.66409899970294 45.441691466454365),15.6
POINT (-87.10750154573657 45.441691466454365),16.1
POINT (-86.5509040917702 45.441691466454365),16.4
POINT (-85.99430663780383 45.441691466454365),16.6
POINT (-85.43770918383746 45.441691466454365),16.6
POINT (-84.8811117298711 45.441691466454365),16.4
POINT (-84.32451427590473 45.441691466454365),16.2
POINT (-83.76791682193837 45.441691466454365),15.7
POINT (-28.664768879267942 45.441691466454365),18.8
POINT (-28.108171425301578 45.441691466454365),18.5
POINT (-9.740455444411436 45.441691466454365),19.5
POINT (-9.18385799044507 45.441691466454365),19.2
POINT (-8.627260536478701 45.441691466454365),19.4
POINT (-8.070663082512334 45.441691466454365),18.9
POINT (-7.514065628545966 45.441691466454365),18.4
POINT (-6.957468174579598 45.441691466454365),18.2
POINT (-6.400870720613231 45.441691466454365),18.9
POINT (-5.844273266646864 45.441691466454365),19.1
POINT (-5.2876758126804955 45.441691466454365),18.8
POINT (-4.731078358714127 45.441691466454365),17.8
POINT (-4.174480904747759 45.441691466454365),15.5
POINT (-3.6178834507813913 45.441691466454365),15.2
POINT (-3.0612859968150237 45.441691466454365),14.0
POINT (-2.5046885428486556 45.441691466454365),13.4
POINT (-1.9480910888822875 45.441691466454365),17.5
POINT (-1.3914936349159197 45.441691466454365),17.8
POINT (-0.8348961809495519 45.441691466454365),19.2
POINT (9.740455444411436 45.441691466454365),15.7
POINT (13.636637622176012 45.441691466454365),16.5
POINT (14.193235076142381 45.441691466454365),16.0
POINT (14.74983253010875 45.441691466454365),16.7
POINT (15.306429984075116 45.441691466454365),14.8
POINT (15.863027438041485 45.441691466454365),13.0
POINT (16.419624892007853 45.441691466454365),12.4
POINT (16.97622234597422 45.441691466454365),14.3
POINT (17.532819799940587 45.441691466454365),16.3
POINT (18.089417253906955 45.441691466454365),17.1
POINT (23.098794339604268 45.441691466454365),13.0
POINT (23.655391793570633 45.441691466454365),14.4
POINT (24.211989247537 45.441691466454365),11.7
POINT (24.76858670150337 45.441691466454365),6.8
POINT (25.32518415546974 45.441691466454365),8.8
POINT (25.881781609436107 45.441691466454365),12.7
POINT (26.438379063402476 45.441691466454365),14.8
POINT (26.99497651736884 45.441691466454365),15.8
POINT (27.551573971335216 45.441691466454365),15.6
POINT (28.108171425301578 45.441691466454365),16.2
POINT (29.221366333234318 45.441691466454365),15.4
POINT (29.777963787200683 45.441691466454365),15.8
POINT (30.334561241167044 45.441691466454365),15.4
POINT (30.89115869513342 45.441691466454365),12.8
POINT (31.447756149099785 45.441691466454365),12.2
POINT (32.00435360306615 45.441691466454365),10.8
POINT (32.56095105703252 45.441691466454365),10.2
POINT (33.117548510998894 45.441691466454365),9.9
POINT (33.67414596496526 45.441691466454365),12.6
POINT (34.23074341893163 45.441691466454365),10.4
POINT (34.787340872897985 45.441691466454365),8.9
POINT (35.34393832686437 45.441691466454365),10.4
POINT (35.90053578083073 45.441691466454365),9.4
POINT (36.4571332347971 45.441691466454365),11.1
POINT (37.01373068876347 45.441691466454365),11.0
POINT (37.570328142729835 45.441691466454365),11.1
POINT (38.1269255966962 45.441691466454365),10.8
POINT (38.68352305066257 45.441691466454365),8.2
POINT (39.24012050462894 45.441691466454365),6.9
POINT (39.7967179585953 45.441691466454365),11.6
POINT (40.35331541256168 45.441691466454365),10.8
POINT (40.90991286652804 45.441691466454365),10.3
POINT (41.46651032049441 45.441691466454365),9.3
POINT (42.023107774460776 45.441691466454365),11.5
POINT (42.57970522842714 45.441691466454365),14.3
POINT (43.13630268239351 45.441691466454365),15.3
POINT (43.692900136359874 45.441691466454365),15.1
POINT (44.24949759032624 45.441691466454365),13.1
POINT (44.80609504429262 45.441691466454365),14.3
POINT (45.36269249825898 45.441691466454365),14.0
POINT (45.91928995222534 45.441691466454365),15.0
POINT (46.47588740619172 45.441691466454365),16.3
POINT (47.032484860158085 45.441691466454365),15.4
POINT (47.589082314124454 45.441691466454365),13.1
POINT (48.14567976809082 45.441691466454365),5.8
POINT (48.70227722205719 45.441691466454365),5.9
POINT (49.25887467602355 45.441691466454365),7.6
POINT (49.815472129989935 45.441691466454365),8.8
POINT (50.37206958395629 45.441691466454365),12.0
POINT (50.92866703792266 45.441691466454365),11.9
POINT (51.485264491889026 45.441691466454365),6.7
POINT (52.04186194585541 45.441691466454365),7.2
POINT (52.59845939982176 45.441691466454365),7.4
POINT (53.15505685378814 45.441691466454365),7.9
POINT (53.7116543077545 45.441691466454365),7.3
POINT (54.26825176172086 45.441691466454365),6.2
POINT (54.82484921568724 45.441691466454365),17.3
POINT (60.39082375535091 45.441691466454365),19.1
POINT (60.947421209317284 45.441691466454365),19.2
POINT (61.50401866328366 45.441691466454365),18.7
POINT (62.06061611725002 45.441691466454365),17.4
POINT (62.61721357121638 45.441691466454365),13.8
POINT (63.17381102518276 45.441691466454365),13.4
POINT (63.73040847914911 45.441691466454365),12.4
POINT (64.2870059331155 45.441691466454365),10.3
POINT (64.84360338708186 45.441691466454365),11.2
POINT (65.40020084104823 45.441691466454365),17.2
POINT (65.9567982950146 45.441691466454365),20.9
POINT (66.51339574898097 45.441691466454365),21.6
POINT (67.06999320294732 45.441691466454365),21.8
POINT (67.6265906569137 45.441691466454365),21.8
POINT (68.18318811088008 45.441691466454365),21.9
POINT (68.73978556484644 45.441691466454365),22.0
POINT (69.29638301881279 45.441691466454365),22.2
POINT (69.85298047277918 45.441691466454365),22.0
POINT (70.40957792674553 45.441691466454365),22.2
POINT (70.9661753807119 45.441691466454365),22.3
POINT (71.52277283467826 45.441691466454365),22.5
POINT (72.07937028864464 45.441691466454365),22.6
POINT (72.635967742611 45.441691466454365),22.5
POINT (73.19256519657738 45.441691466454365),22.1
POINT (73.74916265054375 45.441691466454365),19.4
POINT (74.30576010451011 45.441691466454365),19.2
POINT (74.86235755847649 45.441691466454365),22.0
POINT (75.41895501244285 45.441691466454365),20.3
POINT (75.9755524664092 45.441691466454365),18.8
POINT (76.53214992037559 45.441691466454365),19.7
POINT (77.08874737434196 45.441691466454365),18.1
POINT (77.64534482830832 45.441691466454365),16.7
POINT (78.20194228227469 45.441691466454365),9.7
POINT (78.75853973624106 45.441691466454365),1.9
POINT (79.31513719020742 45.441691466454365),1.1
POINT (79.87173464417378 45.441691466454365),-4.3
POINT (80.42833209814016 45.441691466454365),-10.1
POINT (80.98492955210652 45.441691466454365),-10.2
POINT (81.5415270060729 45.441691466454365),-12.2
POINT (82.09812446003926 45.441691466454365),-11.6
POINT (82.65472191400563 45.441691466454365),-10.7
POINT (83.21131936797201 45.441691466454365),-8.0
POINT (83.76791682193837 45.441691466454365),-1.4
POINT (84.32451427590473 45.441691466454365),0.1
POINT (84.8811117298711 45.441691466454365),2.4
POINT (85.43770918383746 45.441691466454365),8.0
POINT (85.99430663780383 45.441691466454365),13.7
POINT (86.5509040917702 45.441691466454365),14.8
POINT (87.10750154573657 45.441691466454365),15.4
POINT (87.66409899970294 45.441691466454365),15.3
POINT (88.2206964536693 45.441691466454365),15.5
POINT (88.77729390763568 45.441691466454365),16.3
POINT (89.33389136160206 45.441691466454365),17.8
POINT (89.89048881556842 45.441691466454365),17.8
POINT (90.44708626953478 45.441691466454365),17.6
POINT (91.00368372350115 45.441691466454365),17.5
POINT (91.56028117746753 45.441691466454365),17.3
POINT (92.11687863143388 45.441691466454365),16.6
POINT (92.67347608540025 45.441691466454365),16.2
POINT (93.23007353936664 45.441691466454365),15.8
POINT (93.78667099333298 45.441691466454365),15.7
POINT (94.34326844729935 45.441691466454365),15.3
POINT (94.89986590126573 45.441691466454365),14.3
POINT (95.45646335523209 45.441691466454365),12.7
POINT (96.01306080919846 45.441691466454365),2.2
POINT (96.56965826316483 45.441691466454365),-5.9
POINT (97.1262557171312 45.441691466454365),-6.6
POINT (97.68285317109758 45.441691466454365),-9.5
POINT (98.23945062506394 45.441691466454365),-9.6
POINT (98.7960480790303 45.441691466454365),-4.4
POINT (99.35264553299668 45.441691466454365),-3.9
POINT (99.90924298696305 45.441691466454365),-4.2
POINT (100.4658404409294 45.441691466454365),-2.6
POINT (101.02243789489576 45.441691466454365),-1.5
POINT (101.57903534886213 45.441691466454365),-0.7
POINT (102.1356328028285 45.441691466454365),0.5
POINT (102.69223025679487 45.441691466454365),2.5
POINT (103.24882771076123 45.441691466454365),3.3
POINT (103.80542516472764 45.441691466454365),3.8
POINT (104.362022618694 45.441691466454365),4.2
POINT (104.91862007266035 45.441691466454365),5.2
POINT (105.47521752662671 45.441691466454365),6.0
POINT (106.0318149805931 45.441691466454365),6.3
POINT (106.58841243455946 45.441691466454365),1.6
POINT (107.14500988852582 45.441691466454365),-4.0
POINT (107.70160734249218 45.441691466454365),-8.4
POINT (108.25820479645854 45.441691466454365),-7.6
POINT (108.81480225042492 45.441691466454365),-8.9
POINT (109.37139970439128 45.441691466454365),-11.1
POINT (109.92799715835766 45.441691466454365),-8.7
POINT (110.48459461232405 45.441691466454365),-8.5
POINT (111.0411920662904 45.441691466454365),-9.1
POINT (111.59778952025675 45.441691466454365),-6.5
POINT (112.15438697422313 45.441691466454365),-6.2
POINT (112.7109844281895 45.441691466454365),-3.2
POINT (113.26758188215587 45.441691466454365),-4.7
POINT (113.82417933612223 45.441691466454365),1.4
POINT (114.38077679008859 45.441691466454365),6.7
POINT (114.93737424405495 45.441691466454365),8.4
POINT (115.49397169802134 45.441691466454365),6.4
POINT (116.0505691519877 45.441691466454365),7.2
POINT (116.60716660595409 45.441691466454365),8.9
POINT (117.16376405992045 45.441691466454365),10.0
POINT (117.72036151388681 45.441691466454365),10.3
POINT (118.27695896785318 45.441691466454365),10.7
POINT (118.83355642181954 45.441691466454365),9.8
POINT (119.39015387578591 45.441691466454365),9.2
POINT (119.94675132975229 45.441691466454365),10.0
POINT (120.50334878371864 45.441691466454365),8.3
POINT (121.059946237685 45.441691466454365),7.8
POINT (121.61654369165136 45.441691466454365),9.9
POINT (122.17314114561775 45.441691466454365),10.3
POINT (122.72973859958414 45.441691466454365),12.1
POINT (123.2863360535505 45.441691466454365),12.3
POINT (123.84293350751686 45.441691466454365),8.2
POINT (124.39953096148322 45.441691466454365),7.3
POINT (124.95612841544958 45.441691466454365),10.2
POINT (125.51272586941596 45.441691466454365),10.5
POINT (126.06932332338232 45.441691466454365),8.8
POINT (126.6259207773487 45.441691466454365),11.6
POINT (127.18251823131504 45.441691466454365),14.8
